id,set
50700578,train
50713075,train
50724159,train
50729742,test
50774221,test
50774478,train
50789984,train
50795441,train
50825618,train
50828115,train
50860768,train
50860772,train
50884931,train
50887156,test
50906824,train
50927054,test
50927063,test
50931491,train
50931530,train
50931576,train
50931601,train
50967280,test
50973537,train
50973817,train
50983374,train
50994694,train
50995381,train
50996738,train
50998500,train
51033580,train
51041552,train
51056873,train
51057838,train
51058112,train
51080483,train
51097048,train
51097075,train
51098700,test
51101798,train
51121841,train
51136008,train
51167101,test
51168783,train
51169438,train
51170251,train
51170470,train
51181494,train
51209296,test
51225073,train
51241057,train
51272255,train
51275860,train
51275892,train
51287027,train
51291990,test
51292367,test
51325914,train
51327302,train
51339495,train
51339637,test
51340217,train
51354378,train
51365632,test
51366483,train
51378569,train
51399549,train
51403847,test
51415401,train
51415651,train
51416098,train
51416370,test
51416437,train
51421881,train
51427778,train
51440354,train
51443417,train
51449206,test
51462475,test
51467225,train
51490405,train
51496360,train
51501072,train
51513538,train
51538388,train
51538946,test
51549694,train
51581251,train
51618559,train
51626471,train
51661769,train
51669381,train
51679273,train
51687795,test
51698367,test
51698816,train
51710588,train
51717561,train
51759565,test
51781057,train
51790099,train
51795737,train
51799775,train
51811485,train
51830435,train
51841334,train
51842524,train
51856856,train
51858635,train
51895534,train
51898296,train
51900143,train
51913751,test
51933796,train
51936171,train
51939490,test
51950246,train
51963334,test
51971517,train
51995199,train
52005535,train
52018669,train
52019021,train
52052417,train
52083681,train
52084164,train
52100994,test
52111736,train
52119826,train
52142107,train
52142865,train
52142935,test
52149143,test
52175783,train
52176898,train
52180365,train
52180595,train
52205187,train
52228268,train
52234281,train
52239670,test
52251196,train
52254462,train
52330739,train
52348016,test
52348532,train
52376780,train
52377186,test
52377197,train
52394859,train
52401704,train
52402770,train
52403115,train
52431447,train
52438632,train
52456031,train
52460654,train
52490645,train
52501919,train
52502332,train
52504299,test
52514268,train
52545881,train
52551544,train
52553127,train
52575214,train
52588641,train
52595882,train
52606589,train
52607189,train
52608076,train
52652026,train
52652716,train
52653451,train
52653830,train
52669155,train
52686607,test
52691175,train
52695978,train
52696285,train
52713915,train
52728824,train
52751305,train
52762619,train
52762746,train
52785752,test
52817889,train
52832402,train
52848887,test
52860269,train
52862079,train
52880261,train
52880839,train
52891182,train
52908791,train
52914115,train
52928616,train
52931140,train
52964089,train
52967492,train
52968504,train
52999527,train
53002454,test
53010527,train
53023159,test
53045947,test
53045951,train
53080223,train
53089482,train
53091192,train
53101103,train
53102997,train
53104375,train
53104445,train
53104486,train
53104554,train
53104636,train
53104664,train
53105920,train
53120444,train
53120507,train
53120543,test
53120550,train
53139887,train
53139932,train
53139952,train
53140076,train
53140093,train
53140142,train
53146206,test
53149888,train
53160614,train
53161115,test
53164410,test
53193568,train
53197615,test
53226389,train
53267730,train
53274461,test
53287157,train
53287280,train
53287576,train
53288277,test
53288372,train
53288374,train
53304519,train
53307886,test
53319879,train
53326125,train
53332699,train
53350852,test
53350871,train
53375119,train
53388445,test
53391764,train
53394143,test
53407725,train
53425927,test
53441907,train
53447427,train
53460697,train
53485738,train
53491060,test
53503896,test
53507172,train
53507824,train
53522933,train
53527178,test
53536574,test
53539095,test
53539117,train
53539478,train
53540310,train
53554920,train
53567975,train
53569678,train
53580697,train
53581051,test
53581309,train
53584625,test
53598249,test
53607716,test
53623941,train
53645990,train
53653291,test
53657632,train
53717609,train
53718814,test
53720272,train
53722512,train
53728433,train
53731396,train
53731927,test
53732607,train
53733139,train
53733380,train
53744429,train
53744550,train
53746320,train
53766971,train
53768107,train
53780885,train
53796458,train
53797363,test
53802915,train
53805546,train
53811686,test
53847798,train
53856332,train
53858200,train
53858361,train
53858753,train
53870090,test
53873194,test
53902310,train
53928247,train
53928297,train
53928418,train
53928511,test
53928585,train
53928630,test
53930336,train
53930762,train
53937475,test
53940835,train
53961200,train
53961297,train
53961638,train
53962004,train
53962837,train
53970889,train
53988165,train
53988226,train
53988565,train
54034302,train
54034354,train
54035917,test
54056801,train
54062076,train
54088100,train
54106456,test
54122940,train
54126149,train
54156958,train
54189366,train
54192368,train
54192678,train
54220474,test
54234513,train
54234879,train
54253143,test
54292646,test
54314069,test
54314857,test
54323027,train
54348773,train
54351687,train
54351688,train
54351855,train
54351925,train
54352543,train
54356025,test
54364345,train
54367512,train
54382931,train
54389108,train
54390985,train
54394892,test
509078341355426575,train
534750508720710490,train
535415314007589795,train
537616193857856104,test
540033878722941803,train
540034207361397111,train
540311361541753774,train
540326583337270344,train
540335929043609328,train
540341771358151355,train
541157805061295727,train
544770758443578540,test
545501910178191729,train
545600882039604060,train
545659043263203170,train
546189219113041998,train
546251628485543772,train
546417520591682575,train
546754915525899476,train
546830662265364186,train
547547607635774944,train
547585590713308732,test
548230300453199753,train
549300446905292913,train
549328291586163230,train
549343226147995933,test
549561571651181028,train
549684337211243049,test
549699438034369895,train
549726447437044437,train
549918355687730669,train
550537199762635581,train
551368642825868589,train
551848896911307140,test
551892121264883184,train
551948848079907495,train
552151799222439302,test
553239196968076977,train
553304897120069097,train
553997882421608668,test
554338514981468333,train
554765041888369644,train
556292680679790114,train
556910697070509128,train
557157683651372175,train
557279264250167367,train
557326707672186127,train
557975269502929217,train
558489051475905817,train
558511867875530537,train
558592746555834151,train
559301260810628562,train
559822192883775161,train
559824222713920928,train
559825444491708626,train
562702938796130250,train
563032806098857035,train
563481529861514859,train
563538539983969538,test
563586129185624593,train
563586428493065902,train
563631113452028672,train
563659100905793804,train
564137190485134157,train
564184682663608940,train
564240199474810836,train
564295884032163963,train
564967588623233675,train
564988684160722112,train
564991901409578884,test
564995355648802343,train
564998072953234758,train
565000722575624165,train
565189560386461595,train
567019086791640095,train
567073865333260546,train
567207027117135670,train
567211134740428720,train
567531466249191053,test
567786759015244606,test
567815171216835059,train
568504774522092058,train
568511267628962810,train
568518385545605519,train
568524181489295763,train
568524485826835987,train
568536046180605398,train
568559238557249296,train
568570711589229509,train
569164907342433536,test
569167301939661798,train
569168063883091750,train
569168743565117705,test
569169515600968492,train
569170313259172077,train
569170995449711617,train
569171754152794253,test
569267047412888867,train
570864993598044476,train
571095790145654819,train
572154090232449167,train
572161925621135232,train
573049520556253387,train
573734512500062121,train
574277774728190205,train
574462503025337335,train
574468265688357039,train
574525872513367612,train
574603969538219434,train
575172648610971113,train
575175038872670269,train
576074107371434716,train
576529070227248666,train
576534065919808701,train
576618025837835884,test
577204354932323142,train
577296639110421941,train
577464741629922831,train
577546121947886873,test
578236928583726571,train
578761108626804941,train
578803278177214692,train
579662998059272323,train
579685103823868673,train
580147473081663077,train
581524448125210240,train
582165127448905018,train
582316964134453506,train
582473762475300993,train
583034964725564129,train
583051183045661866,train
583059324783166629,train
583222605190605726,train
583225136486271993,train
583823569614757506,train
586260614969961627,test
586909089632830722,train
587446118102130448,train
587505583431754473,train
588125307521181982,train
588812803263378732,train
588812941608302955,train
588813657940544864,test
588829794641145797,train
588850065955356485,train
588868279109154499,train
588870756700549075,test
588872588277490008,test
588874651143941151,test
588877682093262883,train
589716297624967938,train
589718812279088348,test
589827311095896853,test
591820365146040906,train
592662405456434622,train
593342127478862266,test
593883257740602945,train
593974341693952692,train
594008251420806587,train
594043933449898317,train
594691586588599824,train
594731577761973352,train
595353643493375212,test
596259346432142153,train
596769133626188500,train
596982991552714500,test
597385033465344605,test
597530852602630808,train
597564250370561762,test
597577152898730034,train
597595720582167107,train
597608296741244718,train
598207248960246466,train
598398764313359611,train
598430055165687857,train
598998022672512680,train
599179283845190938,test
599233306331597354,train
599341679329749852,train
599647332559322220,train
599767102805828599,train
600430950047252098,train
601236183335760736,train
602012937632128451,train
602861220353061488,train
603215248805860047,train
603242993320174316,train
603483493858276546,train
603514364166627874,train
603656499321928631,test
604102943795715994,train
604103161121685789,train
606401295328021155,train
607836165565073961,train
607923280892227371,train
608015662094760952,train
608983468631891250,train
609002773348921385,train
609077669930578052,train
609125031089511757,train
609129211670073626,train
609186673849739435,train
609270976377835131,test
609847139392502274,train
610024902903413077,train
610165981448452535,train
610548210598989088,train
611278733283323802,train
611459611176883885,train
611527092452302105,test
612157073909883323,train
612306708010903880,train
613399384611323325,train
614173799905644502,test
614877823224944365,train
614974733371411998,train
614977757238196155,train
614980041642727308,test
615754326330311933,train
617227640583218025,train
617358429928633630,train
618076074358675519,test
618190327344357258,train
619171849748183160,train
620066344517211893,train
620599258477673894,train
621269814354637263,train
622365679190221341,train
622990953844019427,test
623124672723918434,train
623624100223343345,test
623655748454105392,test
623740480924746390,train
623746015808443110,train
623791863376446371,train
623867778784751544,train
625702680054205813,test
625728165062677556,test
625733114999390887,train
625797162839816457,test
626836838728958364,train
627993614199123614,train
628000311494249496,train
628008265379854640,test
628011265764922055,train
628058826384723766,train
628079859368251526,test
628380269015991062,train
629013153520059794,test
629399957445489292,train
629437130397071389,train
629557587222360574,train
630102415049474841,test
630200564078055293,train
630486381746781484,test
630744900849250972,train
631005037158900944,train
632286550077681311,train
632548760901508061,test
632607356395233767,train
632952253374838730,train
633117736333978598,train
633244035489321026,train
633716638433307000,test
634027186311426080,train
634504832483154480,train
634812150072700256,train
635167567345447262,train
635260189955043815,train
635979288518256687,train
636114384665109408,train
636207617220044328,train
636680772737785680,train
636714211881445529,test
636850646410598957,test
637503164824586245,train
637506338242607868,train
637540704086864148,train
637575697682777608,train
638045311043310955,train
638251820336857459,test
638929182228409025,train
639025586735250390,train
639833745723394824,train
639868019000226796,train
640160204406168059,train
640187256944720581,train
640317731256817167,train
640317997951632751,train
641713547690160780,train
642003686603496253,train
642320854539602604,train
642575873704337999,train
642756658819062295,train
643369493064555911,train
643432677849199843,train
643443371140828330,train
644082273414681379,train
644253486578824505,train
644608495957776037,test
644774900799592854,train
644798400350307461,train
645341477538374053,train
645355427648628341,train
645355641449080438,train
645358440944723332,test
645358664460926909,train
645360956622897086,train
645361224480847692,test
645695079371552128,test
646103347021274701,test
646103645350303346,train
646125561988128922,train
646408655216371052,train
646765597873331096,train
647117656704321027,train
648256211993106145,train
648326126934500552,train
648570045129998347,train
648839704496563202,train
648925256948041639,train
648932373954864346,test
648985269715201507,train
649282145197373546,train
649286524619478604,train
649659698145921029,train
649746563001413216,train
649855829822351940,train
649989343933230271,train
650586214795697289,test
651166131608872280,train
652010498666127825,train
652207815306296947,test
652623591933059013,test
652824561752026909,test
653311100007242678,train
653409775332384971,train
653528947981181834,test
654107366344558809,train
654362876259907474,test
654770765407520061,test
655497442767186619,train
655566757941882112,train
656856698641486559,train
657271356031976665,train
657271494560701835,train
657773882269581875,train
657851922216983571,train
657912775132873024,train
658030654409944656,train
658629109698964897,train
659132423222052455,train
659191083969556429,train
659203499739221567,test
659394268096465050,test
660670431343471621,train
660672449765910181,train
660674980803005575,train
660863951373793026,train
660906275387521476,test
660906386467770867,train
661318608285911655,train
661629132736899633,train
661639226478373557,train
661961165117326407,test
662128303553084540,test
662129063586725752,train
662165767334043266,train
662252642803259249,test
663434044397705895,train
663434296101232932,train
663684201927336298,train
663724309983974689,test
665666969293201423,train
665885993690972771,train
665925893111280193,train
666295512362021299,train
666366871404213362,train
667065230104134766,train
667068786659198034,train
667309314272718834,train
667775350214769761,train
668084400412557430,train
668157595596321506,train
668202822542638075,train
668570668765950332,train
668656410136418731,train
668696330837337558,test
669951211568922053,test
670128807068011309,train
670766667621989815,test
671419664837920306,test
671419926917523588,test
671448524842945833,train
671486661144247039,train
671509569026450351,train
671522753544911411,train
671533966249172905,train
672183105867055977,test
672193024908932611,train
672226112665960638,train
672242854355447354,train
672856416916705202,train
672899270087757097,test
672909276306860227,train
673215750596921144,train
673735195261507687,train
673762508454266400,train
674300744723900413,train
674997174760479860,train
675061380507715748,train
675720114138893324,train
675766264720781682,train
675853626086058786,train
675853675555524734,train
677433898395003666,train
677490925723077682,train
678286014721421826,train
678714002753058554,train
678769368519943733,train
678895051832616634,train
678929364897072061,test
679477738047236536,train
679607737624570621,train
679711283694166855,train
680092774749251355,test
680182172356497351,train
680212726809919215,train
680996466045410625,train
681601872230570725,train
681684802148350107,train
682308845449406761,train
682633606622816341,test
683251803620000181,test
683262950733165512,train
683899557020590969,train
684434620067497364,train
684491013825440916,train
684698033041601743,train
685115733324743132,test
685193430055784985,train
685218557991874792,train
685220462559922676,train
685224054858608898,test
685225880830164394,train
685231647740227172,train
685233606387139236,train
685235608999444472,train
685237606203681737,train
685239658747636780,train
685241504990751234,train
685243487903807412,train
685245311115961477,train
685922818066723198,train
685961084496332744,train
686661051291812885,train
686673180141873761,test
686691528431009027,test
686752584391406378,train
686895881559760850,train
687178584474630355,train
687435607164434402,train
687949030221937707,train
687960787202051236,train
688233532271488753,train
688859455491575458,test
689620172303646710,train
689636158956718938,test
689655649078108285,train
689929624719927154,train
690235031508630586,train
690408371493558508,train
690624426644241600,train
691878594634598421,train
691906951861326432,train
692420666800645878,train
692689226921345993,train
693163338345031613,test
693243551914511784,train
693478895108386080,test
693571928392978711,train
693858532470934276,test
693860520003328019,train
693862220904540813,test
693864097037491333,train
693865935251112004,test
693867797852720338,train
693871803460594145,train
693873667439316149,train
693875439205002933,train
693900049186346562,train
693901753087338776,train
693903501527355460,test
693905263672710940,test
693907181004707396,train
693908961072120349,train
693910800141335345,test
693914756024294308,train
693916824050037714,train
693918900840812858,train
693921183088296212,test
693923313653482667,test
693927235073254056,train
693929358810156249,train
693935596472501414,train
693937566341496900,test
693941289687409048,train
693943133104002850,train
694726120325596628,test
694828486509210724,train
695400109656051746,train
696025291495494640,train
696110248643795731,train
696306469196877312,test
696858215799453972,train
697089254717280675,train
697162684039751623,train
698419375578435815,train
698903911903517209,train
699099499910407547,train
699107965092639742,test
699117423589365431,test
699275230085053016,train
699645357510342618,train
699669006121035284,train
699686199198314826,train
699798425824175964,train
699804614899553353,train
699809535745814134,train
699815533129730302,train
699820589487993617,test
699825408397228433,test
699827843480213615,train
699830332714793050,test
699838574021904986,test
700349474269698756,test
700603903935958805,train
700982641393383373,train
701142654978963473,train
701171858444286444,train
701853080328843201,train
701941296922539603,train
701971447519071423,train
702995307776715053,test
703282659525652169,train
704111648320113005,train
704207060266385467,train
704808039964740573,train
704893191589079482,train
704976656646850837,train
704989270271203581,train
705101312287374560,train
705175105639536222,train
705253955354383689,train
705397974700533790,test
705442090797544801,train
706378750200641510,train
706469663252604646,test
707264049360138512,train
707594755590782517,train
707659947026745057,train
707932566251791645,train
707963798862318127,train
708475277911361243,train
709125697851721493,train
709341405816621338,train
709344608389864997,train
709346521937499529,train
709969259883958033,test
710004382932765243,train
710028168404446108,test
710677916810556937,train
710745032257284158,train
710770352915300684,train
711310012455812743,train
711975137721582244,train
712018807890898864,train
712061314102386808,test
712131023992586587,train
712272985361103804,train
712746480044104018,train
712855411470128190,train
713543137683949141,train
713610241509196602,train
714191667426139476,train
714310159325064383,train
714345516420975364,train
714348037091767834,train
714352661687025728,test
714537613621675722,train
714984725634976344,train
715660998471957523,test
715701581807736863,train
715821836796970428,train
715894616209797174,test
715907253293427966,train
716335814779783694,train
716358128875871060,test
716486167118342288,train
716514554409756604,test
716518746675402958,train
716526926563168289,train
716562623255355205,train
717201151479258321,train
717853381899169043,train
717859857674848506,train
718000104767239332,train
718104140528079740,train
718588541035923631,train
718613463507317186,train
718707878467065237,train
720062769456237059,test
720163860311718506,test
720164125670115172,test
720262650574819254,test
720302281448829510,test
720326339580032003,train
720751301585024716,test
720839766613886451,train
720884248521122324,train
720915117564022281,train
720931640722033757,test
721364103220260496,train
721491802289474005,test
721511492149011774,train
721515853504302012,train
721519891726691474,train
721523591301947759,test
721527807549293451,train
721540353786100222,test
721547858901417921,test
721749273851792523,train
722157865797531518,train
722215535729534502,train
723205828710553527,train
723782638851893498,train
724957534029693945,test
724998610025487229,train
725353444756528588,train
725756161547831051,test
725973277956407623,test
726017287899150571,test
726729037215124365,test
727190469962016198,test
727388461413095470,train
728790471789675291,train
729382487832254354,test
729447161459920383,train
729478553852609104,train
729485809697679602,train
729604965457117074,test
730234279970363429,train
730237889913705189,train
730305380045848208,train
730754719855810499,test
730804992432698434,train
730858826297236787,test
731042640553523310,train
731465778519024515,train
731562966139593156,test
731563193546450979,train
731806967047297199,train
731807030971693874,test
731809279716237058,train
731809419512508895,train
731811849045669281,train
731814415936337787,test
731815878450589854,train
731816714179145445,test
731825380030233334,train
732691594299456979,train
733040501200505012,train
733058380717119422,train
733942355763185748,train
734044792544717775,test
734102601417129572,train
734378997169678946,train
735085199089327822,train
735824691771475930,train
735935412653575254,train
736090897098407548,train
736222857266694085,train
736567014660030457,train
736656859480547864,train
736792661694009738,train
736932686341332384,train
737353278829680936,train
737388529164826914,train
737395938184108613,train
738806609904671779,test
739628833749344788,train
739636711648666262,train
739837924734992855,train
740263796692555604,train
741009216124820163,test
741016612026367291,train
741444218278276816,train
741722832501832446,train
741837301118825358,train
742632854284231427,train
742633369347132805,train
744143139305808819,train
744172217259355965,train
744291791905386548,train
745337057307685013,train
746272258940486310,train
746302282243024780,train
746307454712315474,train
746339177673780040,train
746922446660618417,train
747023741369850256,train
748322875215543302,train
748442565689302326,train
749011500631982481,train
749232993973164440,train
749708065750600176,train
749764405406504943,train
749786040009006028,train
749786472694265875,test
749835543718919039,train
751197339542656121,train
751197560708325161,train
751276921166035373,test
751277762483967066,train
751277900458527377,train
751301698234451512,train
751825079782398231,train
751887519356107366,train
752045702974909243,train
752312082907975460,train
752620461524071291,test
753355401740840847,train
753496174300936182,train
753633167677433921,test
757227462220690880,train
757865990670472816,test
758552656052653402,train
759081532803507363,train
759398530043153093,train
759727820856552016,train
759982185791248235,test
760108563556107857,train
760566068342291010,train
760615154091943869,test
761359027441829189,test
761580026686162886,train
761663956746872484,test
761708237440793430,train
761988946315532666,test
762075268152747450,train
762188406363888437,train
762334097176542603,train
762339330135138002,train
762481535543485174,train
762689485684389273,train
762799749724073363,train
762927632307368797,train
762927886848486296,test
762969189254032002,train
762977498218697392,train
763526638845612592,train
763551753158060734,train
763695986682521907,train
764058368542453425,train
764217062464966246,train
764317076478358046,test
764331289865594186,train
764513129286726234,test
764933730583629324,train
764978494366252475,train
765589772940538247,train
766443733320776158,train
766512924440825239,train
767066760432215577,test
767201543860042406,train
767230241840141794,train
767249323281836677,train
767264142253006584,test
767311305830939960,train
767864096949613140,train
767873555698500633,train
767960483822101850,test
767970865286534295,test
767971114894396092,train
767972874978629678,train
768157212231743039,train
768186159633946249,train
768261970836714759,train
768329029021020696,train
768624583316976024,test
768846465997285672,train
769221250687986982,train
769363125610526576,train
770006783320200306,train
770675030819613990,train
770736918718698686,train
770747300187292001,train
770805100173574917,train
770892121224600973,train
770996637766393154,train
771197116432990002,train
771479964306546596,train
771647846393350366,train
771648187434844191,train
771649342687823471,train
771675862741242014,train
772344916244177478,test
773058065869760296,train
773316312483043195,test
773627782110249111,train
773673191252074397,train
774522985502335410,train
774545815451647072,train
775110667076292317,train
775137464572453906,train
775746578094277651,train
775774664443801327,train
775775481044115254,test
775950614323444085,train
776534801896521958,train
776648141644143600,train
776887009091683046,train
777241634873454671,train
777259500116813901,train
777346115714345180,train
777461224126473324,train
777464227577518716,train
777464236728859817,train
777910036659949560,train
778808739489367432,test
779474059941637953,train
779769659080159281,train
780142533693444719,test
780501573721416929,train
780553102645612115,train
780984431838980312,train
781011854555247751,train
781198600477645853,test
781269468669291206,train
781562163986653456,test
781637919195072505,train
781638277920289319,test
781861168741457758,train
781979626536421970,train
782528364790185030,train
783118783690353126,train
783133338259863680,train
783147099095530580,train
783178287845121107,train
783876845445285909,train
783931947227847240,train
784637456544280014,train
784689943886006637,train
785268077931233600,train
785515581681791930,test
785939467045617319,train
786062185991628351,test
786310180116401185,test
786310333020320107,train
786785720814196548,train
786785762986729653,train
786786935383503094,train
786833707781544447,train
788213057300144590,train
788853824109218913,test
789922917893565623,train
789948313849498896,train
791179421306968763,test
791267392051140941,train
791567017017213956,train
791763142557669235,train
791763397012068102,train
791828074434705689,test
791921785972465654,train
791933221622938354,train
792662996484986636,train
792685190186433734,train
792712868828558222,train
792772399906966209,train
792786819225584177,train
792795513324956525,train
793373221274263677,test
795422099564136152,train
795738568541225211,test
796112325202206757,train
796178887808749782,test
797566188054258562,train
797709007312425068,train
797758856144797765,train
797865328816858971,train
797905515277201919,test
797905522226460155,train
798416193829159604,train
798462813111327157,train
798466267299061181,test
798586109549068377,train
799054072586513429,train
799746928763041472,train
799883479729708626,train
800408301969623053,train
800444888088799566,train
800505609368394124,train
801512064531790001,train
802046680775881096,train
802054834712131711,train
802115821947251110,train
802181640006496668,train
802651846496831799,train
802719130820676081,train
802751400366276232,train
802879697573866497,train
803483376128064040,train
804280035406038907,train
805051209645961255,train
805482484168187449,train
805537947667596962,train
805582936303706337,train
805600316785192932,train
805600666522257922,train
805672290337696372,train
805677325554900497,train
806231241935297199,test
806231300179461881,train
806254651553489689,train
806300590768624612,train
807065075505726591,test
807131975159748467,train
807408053027142985,test
807756123619697192,train
807864479967178593,train
808104455555509096,test
808471297938279145,test
808615194268011004,train
808930161616321178,train
809313551546985943,train
810058351122970150,train
810076567812945128,train
810148216137465157,train
810220845082465609,train
810266242281766313,train
810594575643752470,test
810667192102353036,test
810670224553529712,test
811357258381829850,train
811527740012470418,train
811803507987707689,train
812164857012178054,test
812230168644895101,train
812260888750485821,train
812352710482230817,test
812769557801524710,train
812893062303242162,test
813451964784933740,train
813481679208609736,train
813534562067804245,train
813571853312524910,train
813730502112104956,train
813818453600008402,train
813838825218340063,train
813841440855271830,train
813869709479981257,train
813879707675959663,train
813888198766077765,test
813909422728786144,train
814129462632904456,train
814163443892895524,train
814175379476377879,train
815136527628581143,train
815867083321356503,train
816380346799446470,test
817200066944099193,train
818571592339930572,train
818630719501735634,train
818653853100620025,train
818657728887367214,train
818763915041008727,test
818826099842910033,train
818923397576865498,train
819238652278250314,train
820163802171354098,test
820266602410830807,train
820435933032602188,train
820775965495112111,train
821121357451204971,train
821555465662502289,train
821610988506406199,train
821713078935347975,train
822218821677522757,train
822218934131555722,test
822241595398831435,train
822242233989193550,train
822242607213207119,train
822242777906875094,train
822243196789037017,train
822243581522669636,train
822243609185301614,train
822244096005391461,train
822244169912871387,train
822290631703576691,train
822378031341202403,test
822505392697257351,train
822797198961937747,train
822941107460488841,train
823870392801943429,train
824357263639271482,train
824382136428757268,train
824650580172478885,train
825092916747791230,train
825138310480462562,train
825277212743128301,train
825308022126453828,train
825855356924064933,train
825927326336386111,test
826619343680335542,train
826681294814740063,test
826746525558682800,train
827294103510258180,train
827392915585837178,train
827512903801349124,train
827845454455150103,train
828092897899521161,train
828109712700280983,test
829107037563070219,train
829356727420550161,train
829411173782256737,train
829605250218166770,train
829623207595214660,train
829832160032307212,train
830318261068070033,train
830575419710014519,test
830831116747002652,train
830986220293338962,train
830999175024573686,train
830999414399976235,train
831002700975449356,test
831064778342429748,train
831127713135648319,train
831687589134350941,train
832345921544836203,train
832519221151778350,train
832538204717853678,train
832549972553487852,train
833080845940201182,test
833085938673309063,train
833293404079950039,train
833802280397854524,train
833845358457303373,train
833879995458202391,train
834044994197982657,train
834490575751981932,test
835181274810579771,train
835442617009423675,test
835890784607383035,train
836143044206509053,train
836963020747785777,train
837034579252960253,test
837088446485239258,train
837594868090351062,train
838133829007601086,train
838149761367218419,test
838164030506074332,train
838171092886616922,test
838177064849804054,train
838180952756301057,train
838373400166842416,test
838937788484924282,train
838979773226847348,train
838980076760273152,train
839029133467101684,train
839055742314186949,test
839069734231196810,train
839732093095450130,train
839779977613823745,train
839785100464723034,train
839919420344071044,train
841010897812446828,train
841176747313876425,train
841189754277432317,train
842053424758910691,test
842530194915856885,train
842530537739404130,train
842543056371469274,train
842545682053320438,train
842734068423504755,train
843170573523487129,test
843504356821251289,train
843897879769180566,train
843901552464397454,train
844142206207730138,train
845000090345734199,train
845392024323566199,test
845467998885602179,train
845669163777809688,train
845712568625206230,train
846125197418258561,train
846127866414056202,train
846128174769661129,test
846128532305788324,test
846128878969598168,train
846218630288686193,test
846222820409885778,train
846747833403837793,test
846755641670590656,train
846883611117027671,test
847653643213400205,train
847678328986878786,train
847696616718193445,train
847738714730041206,train
847799367651729277,train
847854968696512429,train
848335915536459129,train
848336216102062777,test
848350496627895306,train
848461051640639475,train
848484935973695604,train
848527144893673546,train
848532149574573497,test
848961883698341106,train
849672970523003256,train
849722836052517509,train
849732709353643211,train
849740750539984524,train
850101324766522838,train
850425877622201480,train
851274241470964708,train
851293574153685464,train
851458418244863960,train
851577798843640421,train
851851808067853023,train
851924045875269110,train
852013014894087472,train
852097021727498326,train
852135921732135707,train
852262662632001091,train
852627194384388045,train
852640142558894314,train
852785425403847724,train
853156158613389991,train
853363782287556830,test
853385596544315887,train
853661488885929934,train
853963786920206425,train
854216596654855180,train
854220755445327340,train
854234282648530913,test
854242666587776802,train
854251028991888522,test
854259609751966037,train
854259757327831931,train
855561618373456087,train
856313349603216852,train
857055651248846734,train
857633866543277962,train
857823310673342810,train
857975239099139321,test
858413586858683194,test
858492015186741160,train
858555855008706066,test
858576586634275468,test
858893125233829363,train
859418112131751223,train
859898433565732543,train
859922894268065114,train
859978588862656200,train
860166688855670260,train
860676234201422411,train
860767290355143134,train
860781533593846832,train
861414528438468056,test
861526798591007508,train
861546311470572601,train
861592510465916798,train
861989902104474055,train
862720730537755877,train
862740506268044048,train
863106789917399523,train
863194919483679772,train
863579088600371861,test
863593505561736460,train
863951638615530420,train
864354974775795051,train
865482407748098204,train
865737385412085647,train
865749783949095999,train
866625733095743088,train
866727804300473635,test
867091978509410355,train
867904919279123092,train
867923543803223988,train
867942287055057182,train
868020665866472550,test
868099636444847755,train
868159267594982391,test
868605239149074846,train
868692089761371367,train
868694602077634540,train
868904063319864225,train
869213672074123169,test
869277761403785986,train
870337252829082971,train
870502477075128871,train
870650589340922089,train
870725114643393432,train
870734314195650123,train
870879469661845501,train
871402790401886934,train
871474751401841561,train
872271908144371159,test
872303357706717244,test
872306873107991475,train
872374965989252506,test
872921293899738300,train
872948647758534094,train
873095745444362602,train
873230612368758488,train
873758796090219151,train
873798195454917473,train
873801212285603654,train
873801506164008251,train
874282587412354154,train
874477888648564103,train
874499751843120722,train
874510405146009515,train
874539280573538923,test
875734383698298072,train
875898662074823362,train
875916834608115228,test
875943120443219296,train
876203248074423718,train
876558457759520426,train
876776440019321066,train
876843275486604030,train
876911337018472668,test
877317673589406186,train
877394884039006809,train
877395158265642458,train
877458875897322714,train
878036629018564492,train
878134133002416779,train
878313640342175143,train
878419932028808045,train
878725849430335668,train
878823475035435524,train
878826177428184607,train
878927610471054839,test
878973986242713272,test
879016831704584916,train
879436049447670525,test
879501983568720365,train
879653438579452099,train
880324454862645598,train
880827130881328654,train
880993124588596371,train
881082549976607654,train
881100962020102125,train
882373906707433781,train
882487941788409887,train
882496978820427035,test
882500706211385704,train
882504556065055659,train
882512093712909709,train
882515696284645984,train
882521228919637098,train
882528729415287006,train
883109654091770007,train
883114666852214628,train
883119041258578404,train
883120080299633560,test
883130194850447059,train
883133822097932134,train
883138718987936056,test
883167005012786352,train
883170969454616982,train
883176799639049487,train
883184746971403130,test
883193612117135375,test
883204239041427434,test
883212596005880537,test
883216292575733537,train
883232059860027585,train
883240626838367147,train
883247004468890860,train
883250738882464488,test
883254534249674561,test
883283639565082579,train
883299306536901384,train
883388721588232673,test
883861018207015634,train
884025877402223579,train
884496535945805988,train
884864056463745746,test
885101403587888290,train
885179300506314930,train
885189408945179727,test
885199534977940156,train
885205013477522768,train
885433835959679251,test
885458327248296313,test
885605348255126593,train
885936018436405901,train
886032623267143577,train
886327209581598543,train
886659761891310628,train
886772024913265656,train
887448642627965581,test
887452159512456772,test
887452485171665942,train
888033739324904997,test
888290787020689320,train
888298691845183664,train
